,C3L-02610,C3N-01998,C3L-01637,C3L-02606,C3N-00436,C3L-00819,C3N-00518,C3L-00102,C3N-00517,C3L-00640,C3N-01011,C3L-03123,C3N-02768,C3L-02809,C3N-02589,C3N-03780,C3N-03440,C3N-02010,C3L-04072,C3N-03069,C3L-02899
GLOD5,2.434635123,2.320581867,2.868729054,2.636297874,1.620296556,2.807354922,3.152886213,3.009181516,2.768829905,3.139632247,2.869447292,1.763704352,2.989326378,0,3.16582343,3.536702392,4.129907591,3.079216848,3.78223543,2.572270869,2.022802512
GLP1R,10.18036541,8.365834177,9.974957356,9.645197213,9.57065246,9.620219826,10.36813494,9.504733964,10.06453496,9.947053102,9.066557216,10.25884691,8.535577096,8.325170875,8.682238441,9.976535198,9.568692724,8.97919427,9.282645766,11.66359796,7.601388255
GLP2R,9.757780481,9.866181619,8.029771443,8.585024612,9.499478211,9.681238412,10.93806811,8.058009336,8.492856669,10.38462678,9.274841042,8.327792269,8.42524423,12.06055821,8.071691536,8.529181182,7.681433004,9.286018791,6.997917862,8.263683398,10.01832086
GLRA1,3.62735338,4.904045636,5.28294942,6.024196914,5.403231313,6.266786541,7.344015854,4.598994803,4.580129072,6.910602943,4.177868317,3.849564012,5.229256048,3.653084379,5.665085782,3.939686119,3.860928428,5.462456884,4.363338568,4.619512822,4.962835311
GLRA2,1.048540275,1.584043557,1.619612803,1.616438641,0,0,0.994624861,2.592873792,0,2.780526996,1.620018303,0,0,1.615080144,2.581617814,0,1.116058605,1.626814412,1.986804754,0,2.348400991
GLRA3,2.943624701,4.855164393,4.340795309,4.407758273,3.782934756,6.442943496,6.440925462,5.144981215,3.945108448,7.346965291,4.088470994,1.763704352,5.786693084,4.95029292,6.530697783,2.129307011,1.768911038,4.28003444,3.300011266,3.323450292,5.453796613
GLRA4,0,1.584043557,0,0,1.620296556,2.584962501,0.994624861,2.329034368,1.972554224,0.9904437,1.022117749,0,0.996442126,2.038004235,0,2.129307011,0,0,0.993402377,0,1.603033064
GLRB,8.677849758,8.160173006,8.776480315,8.793279159,8.166778886,8.86727874,8.100879571,8.648439655,8.730277481,8.295005042,8.809004786,9.26042149,9.028459116,8.466215064,9.409873541,9.27765204,9.118115104,9.129690905,9.11934351,9.398513342,8.774873839
GLRX,8.804178285,9.740863403,8.959873554,8.610613881,9.303546198,9.59058705,9.416715852,9.397178826,8.965369826,9.812217377,9.08844994,7.15097746,9.791586865,9.609651118,9.021734641,9.074640118,8.315988283,9.172615368,9.319647067,7.754717349,9.971945865
GLRX2,7.351554153,6.950164346,6.532065671,6.77579808,6.444312867,7.169925001,7.038776728,7.087714994,7.167065243,6.663626428,6.516040951,6.701531626,7.114149727,7.451843216,7.382752491,7.261127442,6.994101047,7.274611663,7.418337104,7.244189754,7.26176907
GLRX3,9.694334375,9.91905821,9.634482104,9.554557818,9.819617421,9.964340868,9.927914968,9.912888931,9.782747789,9.851850654,9.85346545,9.983296392,9.940355157,9.988784932,10.15551486,10.28454849,9.94396285,9.771008112,10.05218011,10.01650158,9.993771069
GLRX5,9.115471203,8.698857149,8.829137166,8.755453274,8.810517815,8.991521846,9.003909237,8.915947295,9.160258144,8.848317627,8.608341877,9.113420169,9.114660321,9.139090452,9.01346192,9.167757738,9.084216332,9.129690905,9.233298345,8.953540198,9.053340602
GLS,12.43881452,12.38898411,12.31991424,12.52511571,12.0755098,12.86067964,12.91706153,12.91772182,12.54139036,13.29682828,11.89824597,12.81478835,13.00370191,13.13324178,12.93534363,13.2479833,13.19557075,12.80418765,12.80685114,13.37093214,13.06649362
GLS2,9.364237782,7.018296324,8.821728934,8.988816129,8.367343281,7.845490051,8.126010517,8.117525067,9.434780151,7.732745496,8.82021856,9.960752892,7.295877596,5.891217789,10.1174626,10.18250528,9.560218324,8.752650289,9.641598284,10.73667594,6.280248932
GLT1D1,4.675893655,5.520359457,5.611915477,5.600917089,5.646700418,6.918863237,7.386347548,6.775560871,4.18963368,7.633705296,5.79788662,3.696553727,4.737970211,5.184135407,5.163235627,4.522570919,4.653880682,4.643009396,6.129218162,4.099409154,5.345662442
GLT6D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLT8D1,10.58624597,10.65813978,10.59572811,10.54657591,10.74861766,10.5685642,10.89715188,10.39272157,10.50096305,10.64879908,10.50368263,10.32222591,10.80235672,11.06086395,10.48140607,10.75010623,10.60904279,10.61420492,10.35643426,10.51321271,11.0711085
GLT8D2,9.585867446,11.09356957,9.149952116,9.628357591,10.12774795,10.10066234,10.64206076,8.949146279,9.286530599,10.26725853,9.380403396,8.000646616,10.69736027,11.19241987,9.981421727,9.492322237,8.706261464,9.640327349,8.557873236,8.272738616,11.15293898
GLTP,10.48312604,10.49015902,10.62160689,10.61869686,10.82989646,10.5634823,10.35014331,10.56417981,10.64916664,10.35295811,10.45454093,11.14831327,10.49710425,10.71625326,10.72979711,11.18964801,10.74338502,10.81573913,10.81925988,10.83379155,10.53471861
GLTPD2,4.531715672,4.582304191,5.109309534,4.16863672,4.624407111,4.169925001,4.368708105,3.711764934,4.741384129,4.207333044,4.746567833,3.696553727,1.992884252,1.615080144,2.996118295,2.752089388,2.232117211,3.253628824,3.300011266,3.511696058,1.603033064
GLUD1,12.63800892,12.25818437,12.26461583,12.51136555,12.4465651,12.39264478,12.42663953,12.47696249,12.21329541,12.48857644,12.59622584,12.70483873,12.26491309,12.85095233,12.55937395,12.89904373,12.81024039,12.437387,12.66340583,12.64864891,12.51493504
GLUD1P2,3.766522339,2.81189344,2.656143837,2.043392241,2.645045913,2.817623258,2.318031324,2.009734272,4.338127243,2.976679484,3.06819535,3.539846786,2.803514523,2.871164065,3.822866203,2.809867775,3.156011757,3.092117405,3.163271613,2.227575614,2.631359124
GLUD1P3,5.289250396,5.520359457,5.907751261,4.736079614,5.243631697,5.169925001,4.560317689,5.373948821,5.478363851,5.34078682,5.15596476,5.707730485,4.889432496,5.691088614,4.993530492,5.323267528,5.306733115,4.643009396,4.921510391,5.895721161,5.057006279
GLUD2,7.656296353,5.698797392,6.56022666,6.497026558,6.736364834,6.471350063,6.653343246,6.387384183,7.116945802,6.119471723,6.665442251,7.361165544,6.32948765,5.910337978,6.853448224,7.484636932,7.079813168,6.768221912,6.933178809,7.890845596,6.075004345
GLUL,15.08499605,13.95465058,14.65821273,14.89884655,14.48040206,14.47590565,14.23126703,14.63191388,14.30693463,13.87606256,15.73267888,14.90254347,14.82087537,14.67070504,14.46621857,14.96841044,14.82654384,15.32157073,14.75377734,14.27872406,15.36731476
GLYAT,4.80751784,3.457425879,1.021861907,0,4.178585905,4.754887502,3.565692828,4.260928318,1.972554224,1.9808874,4.341882106,0,1.579323404,7.968778921,3.580323912,1.687435883,1.768911038,0,0,2.863664793,2.022802512
GLYATL1,4.80751784,5.389191018,5.611915477,4.079436933,3.66488317,5,3.565692828,5.015302527,5.248895872,4.207333044,4.860054908,4.962337564,4.936569903,3.981129789,4.386634196,4.944097772,4.740936057,5.701261192,4.4937172,4.431267057,4.296359222
GLYATL1B,2.09708055,4.752130672,1.021861907,1.019859233,0,1.584962501,1.576443107,3.179626574,0,4.04840182,1.620018303,1.112773552,2.313666967,1.019002117,0,1.064653506,1.768911038,2.052811232,2.306608889,1.107816764,1.011401256
GLYATL2,1.661897016,3.997680845,3.663336617,3.773927614,3.066879921,4.523561956,2.571067967,5.263988824,2.768829905,4.906852524,3.891565041,1.112773552,3.310109093,3.879702727,3.802428579,3.193960517,2.591407832,5.085014915,5.175083356,0,3.85076355
GLYATL3,0,0,0,0,0,1.584962501,0.994624861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYCAM1,0,0,0,0,0,1.584962501,0,0,0,0.9904437,0,0,0,0,0,0,0,0,0,0,0
GLYCTK,9.214469764,9.139356274,9.272519498,9.092941908,8.963656149,8.939579214,8.960007064,8.808235112,8.882041373,8.859958491,9.053899592,8.798578737,8.616691858,8.000948898,8.193955236,8.212998534,8.448402494,8.026675605,8.374831604,9.072824942,8.003106212
GLYCTK-AS1,5.541957095,5.669136534,6.304811327,6.1191554,5.883182975,6.14974712,5.613519677,5.373948821,5.566406184,5.531590924,5.708489297,4.45109421,5.978652755,4.475780754,5.241137212,4.439525271,5.048560248,5.13202808,5.517941768,4.940233106,5.345662442
GLYR1,11.44024833,11.33938134,11.4755301,11.4289545,11.51316418,11.25915477,11.43951832,11.40275241,11.43521699,11.42359578,11.38723984,11.48220154,11.11639114,11.02089848,11.08695514,10.97964699,11.30055484,11.2254266,11.11599831,11.57688487,10.97389259
GM2A,11.37051016,12.11000409,11.62309213,11.81979841,11.91380667,11.69465388,11.82454819,11.47473836,11.76934024,11.63435259,11.28840591,11.40602372,12.26536922,11.7275723,11.57126661,11.62995431,11.608122,11.82646988,12.0874256,11.182096,12.59956373
GMCL1,10.30642791,9.585363118,10.17181402,10.20197942,9.375351217,9.977380107,9.320860451,10.05142634,10.26551834,9.500807149,10.08294503,10.83384585,10.34291385,9.893559399,10.72400419,10.14237916,10.50675058,10.88851461,10.37733577,10.62365927,10.14822034
GMCL2,0,0.999420211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.011401256
GMDS,9.536890094,8.983473149,9.161793425,9.284072125,9.769552177,9.100662339,8.965568856,9.872472909,9.612763998,9.145380437,10.01270595,9.594391233,8.690070616,8.208349858,8.699535507,9.202711795,9.220982051,8.951385184,9.439147645,10.10211579,8.771301882
GMDS-DT,8.597686694,7.503441706,8.079750301,8.377449201,8.13152165,7.700439718,7.435550323,7.805174606,8.189828896,7.330154412,7.973438243,8.87690612,7.823813507,7.385653483,7.966958108,8.17598541,8.278758133,8.013512938,8.080758442,8.785803774,7.648461485
GMEB1,8.701957807,9.036881941,9.140290441,8.998982258,9.028704258,8.892816,8.999958393,8.989050424,8.953493383,9.137526004,8.922352885,8.89288031,8.958994428,8.912579693,8.991306683,8.992336305,8.614679006,8.860581711,9.19916523,8.879364076,9.014416647
GMEB2,9.522999051,9.531688829,9.425655939,9.55009919,9.159750005,9.06608919,9.300676582,8.969883119,9.339690984,9.021480664,9.357302074,9.548933056,8.743567472,8.883330734,8.895365955,8.632768989,9.095595405,8.46571912,9.035389022,9.376034184,8.620741266
GMFB,10.45556502,10.78896902,10.40373166,10.55537386,9.379465117,10.96072599,10.87345258,10.88182521,10.45169832,11.01717554,9.626154209,11.18471948,11.64492143,11.91524403,11.56339142,11.31269817,11.10296086,11.55766751,11.57507345,10.75014706,11.62135392
GMFG,8.813129339,10.18391661,9.067434521,8.921925253,9.914920866,9.440869168,9.56302944,9.372894175,8.839899188,10.13344856,9.207674781,6.750183618,9.677971052,9.620265672,9.277998476,8.37921139,7.493491489,8.926616311,9.645026938,7.691033954,9.705598371
GMIP,8.781566147,9.938214507,9.390731647,9.328861402,9.587766917,9.138911718,9.333759557,9.48838226,9.111627147,9.738923967,8.992245992,7.886741204,9.25047558,8.705367514,8.67526105,8.505181158,8.601864485,8.961874888,9.336882942,8.179791397,9.515360284
GML,0,2.320581867,1.021861907,1.019859233,1.620296556,0,0,0,0.986277112,0.9904437,2.373283917,0,1.579323404,2.038004235,2.318923748,0,0,0,1.574505516,0,2.348400991
GMNC,6.80696943,1.998840423,6.036026487,4.16863672,3.395984857,4.584962501,0.994624861,4.335155379,3.411958226,1.9808874,4.262154354,4.45109421,5.680158271,0,5.452367651,3.193960517,4.129907591,6.037977862,5.517941768,3.110034846,0
GMNN,10.47651306,8.370183678,9.705492989,10.1021004,9.561659398,9.103287808,7.419336135,9.538879722,9.713471392,7.346965291,9.808435868,10.85126032,9.070899456,7.423840287,10.12643177,10.31834871,10.47757748,9.660027733,10.15294812,11.38019149,8.351532434
GMPPA,10.05021921,9.827189016,10.17478328,9.873500385,10.31505439,9.792790294,9.834075428,9.705570351,10.04388649,9.724752861,9.930857195,10.17593384,9.748191533,9.17960784,9.362909053,9.934193366,9.815083508,9.611400398,9.542106185,10.76730187,9.525227861
GMPPB,9.872784461,9.550965301,9.9901645,9.678309066,10.17014924,9.440869168,9.508944714,9.408084005,9.911935604,9.459476984,9.695634496,10.02434112,9.081316619,8.489221938,9.150536096,9.735892457,10.21731353,9.056353687,9.131645532,10.4379213,8.999292068
GMPR,9.469018201,6.950164346,8.408716358,7.955819791,7.201436959,7.294620749,6.905197523,7.98436356,7.839292679,7.242998852,9.060241985,8.61449972,7.63096453,7.050336289,7.498080293,7.162904098,8.387961481,8.687008947,8.169742811,7.569590105,6.660039343
GMPR2,10.76513918,10.77756442,10.55791457,10.69304344,10.82668626,10.86650621,10.6583622,10.61547235,10.74605652,10.63631218,10.78607038,10.35045896,10.6484793,10.73447694,10.89427823,10.7268942,10.54810549,10.76580874,10.62293536,10.48611315,10.54195252
GMPS,10.69605303,10.60671528,10.6326177,10.75339418,10.83811932,10.65553072,10.80655924,10.63328605,10.64628531,10.7371802,10.61115931,11.11987749,10.71412503,10.90023256,10.89876913,11.03187976,10.8454964,10.81146879,10.81387665,11.23418122,10.90924665
GNA11,10.62904345,10.15649929,10.66594124,10.68686995,10.52294717,10.2632692,10.81729068,10.44443757,10.33197612,10.30465265,10.44519352,11.03910629,9.769249157,10.65818297,10.12131337,10.46017677,10.78112154,10.41514812,10.14088428,10.96332294,10.26160851
GNA12,10.54478967,10.86174968,10.83164715,10.58107976,10.65117862,10.76155123,10.94995319,10.72096176,10.28628516,10.92252002,10.58438815,10.33255001,10.35534287,10.80606219,10.25233235,9.781346593,10.38101487,10.30259456,10.2538279,10.30181854,10.82594152
GNA13,11.64978922,12.15502514,12.0740991,12.09267844,11.47607037,12.1792871,11.78532397,12.35822554,11.64691108,12.53857154,11.76888955,12.03239758,12.54252467,12.57490034,12.58824418,11.76208491,12.21494008,12.34763631,12.89432413,11.74379061,13.18948495
GNA14,7.976592218,8.017716535,7.295635559,7.420622658,7.512555606,6.988684687,7.58108223,7.181784161,7.641865268,8.246859629,7.737283771,6.843275949,7.144415311,8.556158051,7.046153594,6.994619805,5.89881863,7.20779776,7.061625092,6.696081134,7.510933499
GNA14-AS1,3.145620824,1.998840423,2.043723814,2.863106839,2.869940147,2.584962501,1.576443107,1.589813287,3.126424476,1.9808874,2.642136051,2.876477905,0,3.770755908,1.582911715,2.98886026,1.768911038,3.079216848,2.306608889,2.572270869,3.034203767
GNA15,7.992028309,8.762968344,7.889198285,8.039186297,8.990372822,8.55066984,8.677550529,8.680979947,8.285595109,9.185172426,7.926135054,6.373878393,7.565295053,8.056341734,7.697386568,8.587016904,7.747467435,7.630772966,8.362272791,6.433485138,8.073836695
GNAI1,9.952590254,10.12341017,9.632340876,9.792454595,9.200639762,10.509775,10.78563347,10.11966503,9.663209315,10.83939596,10.23550806,9.557294496,10.16948232,11.169003,10.60739341,10.03123428,9.422819744,10.20354709,9.376518262,8.856278756,10.40500522
GNAI2,12.27429795,13.14000185,12.54177582,12.72840199,13.123148,12.90704087,13.13428468,12.60673969,12.50983414,13.00623923,12.48662126,11.35620658,12.71768046,13.14052591,12.28780387,12.27327863,11.99384288,12.41280592,12.43855128,11.56686882,12.78220495
GNAI3,11.35108053,11.61197487,11.60042376,11.66499783,11.34506708,11.82217645,11.55130878,11.64826188,11.61955203,11.86839577,11.41259435,11.74186509,12.02032389,12.08998961,11.9419351,12.1234154,11.8484548,11.87452672,11.9270188,11.71834451,12.03372524
GNAL,8.771416975,8.971617193,9.42851289,8.812349748,9.492333632,9.545157552,9.769804839,9.105693555,9.044334158,9.377453152,8.961947705,8.804787613,8.986336344,10.39492462,8.930475133,9.291885043,9.370768539,8.934303568,9.439720801,8.404079927,9.884331785
GNAO1,6.80696943,8.365834177,8.428242936,7.88139103,7.409507786,8.689997971,9.903581232,8.096165116,7.443329273,9.581742785,7.999654119,6.462270967,7.193483628,8.370408577,8.039432837,6.961938353,6.745898072,7.20779776,6.825036643,7.483177615,8.864802134
GNAQ,11.85187087,11.76796017,11.96418578,11.93897805,11.46183836,12.11309098,12.17588453,12.1107588,11.80449667,12.14371848,11.66504429,12.12935642,12.24284374,12.67279937,12.33357857,12.51887691,12.23765265,12.61897301,12.17212062,11.79044311,12.83754766
GNAS,14.37260501,13.75802982,14.32164069,14.15512351,14.07184205,14.54562817,14.87747224,13.91802361,14.11884397,14.84139917,14.3121664,15.07113443,13.91851962,14.14692924,13.96231811,14.64485571,14.79289452,14.15072376,13.70259831,15.08222153,14.24169332
GNAS-AS1,3.758977566,3.457425879,3.663336617,3.984478448,3.892233454,4.523561956,5.142135935,3.595934298,3.755107017,3.9617748,2.642136051,2.583780175,3.572207655,3.057006352,2.803722481,3.683096,2.591407832,4.010054448,3.436607593,1.755848029,3.034203767
GNAT1,1.048540275,1.584043557,1.619612803,1.019859233,0,1.584962501,0,0,0,0,0,0,0,2.366049645,0,1.064653506,0,1.026405616,0,0,0
GNAT2,4.285869411,4.167507326,4.556923297,3.656157108,3.993988107,4.321928095,4.435461553,3.819007352,4.580129072,3.665077206,4.262154354,3.338320657,4.627333934,2.86070061,5.03786717,5.004339624,3.348175816,4.93429609,4.874516781,5.079298321,4.913368079
GNAT3,4.096532139,2.805727249,4.416413684,3.38789904,3.892233454,2.807354922,1.576443107,5.103033048,3.411958226,4.416815952,2.869447292,1.763704352,3.158646807,1.019002117,3.16582343,1.687435883,3.348175816,0,2.980207131,0,3.034203767
GNAZ,7.025680903,8.077463103,8.061206219,7.780869794,7.494347258,8.864186145,9.584826422,8.3473974,7.48087491,9.468971426,8.260907982,7.206024895,7.366016488,8.128865133,8.123901173,7.488158456,6.645232031,7.689680092,6.849328355,6.59615849,7.251671151
GNB1,12.57210691,12.88355012,12.83712073,12.73686322,12.95290086,12.90060647,12.85634704,12.88931891,12.89241471,12.9762182,12.71018684,12.76763631,12.56059851,12.89281919,12.58244887,12.35285402,12.93159226,12.4989718,12.55976483,12.5357395,12.98359429
GNB1L,6.360538827,6.73755836,5.8250622,6.251005879,6.652874903,6.22881869,6.593722905,6.511721447,6.552683296,6.188220444,5.674617434,4.72698139,5.62377606,5.977887759,5.452367651,5.777091794,6.23314546,6.29113051,5.914912768,5.682305714,5.488130987
GNB2,11.27079232,11.23188884,11.31076288,11.51128904,11.5071468,11.25679839,11.58842567,11.2028539,11.37265682,11.41052419,11.28307502,11.08161408,10.90212074,11.13391875,11.03555113,10.85911692,11.19788808,10.99892357,11.23937109,11.36069257,10.89763316
GNB3,4.605521717,5.206432984,5.19868448,3.232877282,4.966281456,5.700439718,5.7502841,4.658068736,4.93138556,5.726111306,4.088470994,4.236723862,5.266597423,4.789758025,4.694357812,2.129307011,5.182815663,4.195394815,4.43000997,3.323450292,5.554467118
GNB4,11.15632721,11.82275704,11.67680912,11.71904525,11.579668,11.82787062,11.78728697,11.60454624,11.40277964,12.0614186,11.06461005,11.21438778,12.56466195,12.91768048,12.12207058,12.02658701,11.817762,12.36024111,12.42450741,11.11761718,13.0546722
GNB5,10.66383856,10.21977276,10.4418244,10.46559261,10.16814756,10.41323653,10.23268998,10.18620161,10.28561431,10.17079496,10.45030618,10.40702591,10.06017514,9.982350461,10.27980845,9.907828259,10.0786922,10.55724375,10.08206362,10.44505783,9.946692258
GNE,10.99658554,11.13105253,11.13155838,11.10667611,11.05163251,11.38240788,11.65920983,11.05508571,10.99410133,11.3652147,11.43760232,11.43375609,11.0899367,11.42081683,11.10896586,12.30313404,11.15666602,11.19724419,11.08896492,11.43293094,11.23071469
GNG10,9.553392699,10.19620875,9.686303495,9.850016158,9.642824452,10.3868756,10.33859101,10.15769731,10.01361621,10.60400194,9.546426457,10.31735055,10.75195779,11.23534582,10.95231587,10.69234421,10.6805197,10.90534972,10.99575065,10.17790264,11.149439
GNG11,10.24753007,10.81071206,9.947528935,10.29049432,10.07297241,10.75321675,10.82110398,9.870895677,9.909248357,10.43363392,10.29284935,9.408864508,10.87257063,12.08211913,10.42632277,9.999563671,9.408879118,10.50138288,9.847487829,9.518867951,10.66225732
