Protein.Group	Genes	CGGA_P137	CGGA_P173	CGGA_P271	CGGA_P647	CGGA_P660	CGGA_P736	CGGA_P778	CGGA_P802	CGGA_P83	CGGA_P153	CGGA_P295	CGGA_P679	CGGA_P698	CGGA_P714	CGGA_P737	CGGA_P151	CGGA_P179	CGGA_P541	CGGA_P658	CGGA_P687	CGGA_P699	CGGA_P704	CGGA_P711	CGGA_P721	CGGA_P84	CGGA_P882	CGGA_2103	CGGA_P1088	CGGA_P109	CGGA_P401	CGGA_P411	CGGA_P568	CGGA_P633	CGGA_P653	CGGA_P87
Q5M775	SPECC1	39.3839	43.5841	34.6154	31.6547	47.8351	42.0342	30.8648	36.4895	41.4108	33.5947	38.3772	38.965	39.7929	40.6999	38.1668	16.1565	19.0137	29.8481	29.5864	34.8074	26.9758	36.3205	30.7158	30.173	25.5052	24.515	12.7197	45.5626	44.4109	40.4769	29.3018	22.3931	39.8621	38.221	34.168
Q5MNZ6	WDR45B	90.284	77.4967	76.6781	69.0836	68.41	68.0584	60.8475	84.0604	59.4777	77.5467	79.8769	88.6955	69.9624	71.0725	71.0417	73.8144	60.1076	58.4397	75.6232	103.924	61.0535	51.5046	59.2263	73.1336	75.7498	48.8038	50.7747	53.1519	41.3063	72.9276	70.4833	48.7742	51.6655	62.9584	54.7567
Q5NDL2	EOGT	NA	NA	20.8907	NA	NA	NA	21.2032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.9702	NA	NA	NA
Q5PRF9	SAMD4B	27.1197	31.7741	32.5524	27.5874	33.1591	26.2048	13.5679	26.2213	28.5823	32.0278	NA	NA	35.3541	17.4726	26.1773	20.042	30.2901	16.7302	26.8581	22.3144	26.8487	27.8438	18.7505	25.834	29.2645	20.0497	26.65	29.7343	21.2454	19.6414	43.651	15.528	25.7323	27.3611	30.0632
Q5QJ74	TBCEL	50.3388	50.4284	49.8824	39.0085	54.6777	48.9123	37.376	59.4985	50.0353	53.2392	45.9828	44.9879	26.9148	47.8252	46.776	37.7655	30.3292	52.3374	41.0714	40.3439	40.5668	39.5059	42.2473	45.9356	43.5828	37.9316	43.5331	34.9655	37.7237	56.9808	43.457	48.1788	40.8906	51.7699	NA
Q5R372	RABGAP1L	11.1004	6.73209	12.0821	14.5269	NA	13.098	9.2637	NA	12.104	16.1369	NA	NA	NA	NA	NA	13.0251	12.2333	18.1987	10.2203	9.24535	13.5377	13.4601	NA	NA	13.4698	13.288	NA	14.2573	9.81534	24.3389	10.2856	17.9225	14.8625	9.55003	NA
Q5R3F8	ELFN2	16.1478	9.48817	NA	9.12571	14.1363	13.5601	15.3657	10.9758	12.9082	NA	NA	19.9077	8.68433	NA	NA	39.1848	30.2225	36.6277	22.0599	19.5286	19.6192	36.0214	14.6852	36.8329	40.9367	23.1521	NA	NA	NA	NA	NA	18.4435	16.4962	NA	NA
Q5R3I4	TTC38	25.8976	51.0842	26.8554	28.7274	42.0593	36.2087	38.9572	52.9973	35.8775	40.9237	28.4649	40.08	31.9372	40.9126	38.4654	23.5162	19.12	23.9189	38.5672	44.5127	32.1121	21.4287	31.5776	21.5364	24.3763	21.4295	41.1203	24.7915	53.8053	38.9174	25.5075	24.903	22.6706	39.593	20.559
Q5RI15	COX20	107.341	95.6768	142.514	125.918	114.609	64.6584	59.8515	44.8766	122.375	75.6535	84.254	137.187	65.8448	68.4902	50.0097	57.2567	75.0997	58.3859	58.495	67.5268	60.049	51.1622	157.683	61.4168	83.6971	71.946	117.782	88.8045	90.7751	89.1862	86.9171	100.44	110.47	114.534	108.631
Q5RKV6	EXOSC6	22.5912	16.6319	18.1733	13.7294	28.7591	23.5928	18.1993	16.5294	12.3348	12.9329	18.3423	NA	17.0108	16.4031	13.4926	5.71593	5.43189	NA	13.7479	16.4555	10.7252	14.3209	9.95076	8.71066	12.6562	22.4381	29.7909	22.3955	19.3235	14.9894	37.2029	31.9672	19.7715	32.8401	33.8501
Q5SGD2	PPM1L	50.4505	54.7988	58.8218	59.4222	48.6626	38.0976	41.2119	47.1041	48.2275	34.5631	NA	42.966	35.5653	39.8185	46.7172	28.8068	40.8006	37.2886	48.0292	30.7188	38.4191	39.311	33.2593	40.8267	37.5972	31.6123	24.9876	39.4189	22.8331	24.3927	NA	23.7987	37.4872	32.44	13.8488
Q5SNT2	TMEM201	41.5896	47.0706	51.8582	44.8377	48.2033	40.0562	36.1492	37.9266	36.9509	66.0479	28.9381	38.2326	52.1426	24.4501	NA	52.9348	51.998	40.5608	43.8265	NA	44.3068	27.5194	44.0784	31.8286	53.2171	44.0457	42.5908	110.58	41.7279	44.8281	56.2028	44.9753	36.6755	31.1744	46.6707
Q5SQH8	C6orf136	30.4415	26.0819	66.0664	77.8515	24.3206	36.1433	38.004	41.8266	80.7521	26.0486	30.9933	59.6321	31.3191	31.3796	42.1198	78.762200000000007	88.8469	89.3941	43.6832	42.3702	83.1481	70.3492	68.6032	74.0975	62.4802	56.5853	18.9731	28.5313	3.88459	55.006	12.0791	18.2889	45.4224	64.5268	33.6887
Q5SQI0	ATAT1	136.564	101.7	113.728	74.3452	123.441	97.9195	120.763	77.863	165.238	122.239	39.6605	69.5935	112.216	102.151	76.191	96.5312	89.2907	64.662	120.56	86.0983	73.1908	127.144	80.5544	127.297	121.96	118.121	39.6213	128.338	108.591	83.1057	60.0442	118.234	160.099	152.676	93.3146
Q5SRE5	NUP188	23.8644	20.6646	18.5419	NA	24.3299	25.3787	13.1597	19.2768	NA	NA	19.0666	31.6828	17.0284	19.0934	13.2012	NA	NA	38.4539	13.093	25.3651	9.98376	NA	NA	11.3781	18.1517	21.1936	25.9466	26.3804	19.4679	27.5642	19.9013	17.0712	17.5628	19.3293	23.0245
Q5SRE7	PHYHD1	59.3262	69.2413	79.5259	118.256	40.2906	55.3728	86.8167	302.732	30.438	97.1546	51.9692	87.1094	29.8835	56.8481	104.726	43.7352	36.1555	52.7047	88.4891	78.2427	65.3689	54.914	87.8449	60.7982	64.313	20.2303	59.1084	NA	32.9427	31.777	NA	20.5213	57.541	9.86455	36.8132
Q5SSJ5	HP1BP3	253.755	354.948	30.7028	183.428	306.888	272.68	217.089	256.42	261.896	34.6796	70.6162	136.677	200.95	85.891	49.9043	140.263	21.6941	35.7828	39.7376	46.6586	46.0246	149.622	32.2445	49.8363	195.576	239.106	118.532	61.9914	197.553	206.416	166.444	112.111	249.704	164.807	184.493
Q5ST30	VARS2	18.7223	25.6344	32.7577	28.7615	28.7399	16.409	12.9982	17.6503	19.2935	21.1478	NA	NA	18.4527	13.4146	16.2509	13.1583	12.8009	9.03345	15.8698	22.5002	NA	14.3851	NA	15.5571	22.866	22.5888	26.0119	16.3246	NA	14.9588	10.4647	19.3967	23.4487	13.9835	22.2651
Q5SW79	CEP170	42.2172	44.1464	40.7843	43.1293	40.815	44.0538	47.9949	40.4753	46.1366	56.349	53.8907	46.708	72.5632	41.6632	50.4457	58.9263	57.4605	59.8167	60.7146	52.286	43.8482	70.1291	61.2528	49.646	65.0857	56.377	51.3194	70.1253	53.3534	55.2552	47.4911	57.9307	60.6284	52.0637	86.7799
Q5SWX8	ODR4	75.0137	82.8504	89.9392	60.8201	80.5979	67.5371	91.2521	80.1374	71.3783	77.7395	51.1644	67.2202	64.1454	58.2089	88.9203	40.2196	39.1461	50.9462	69.9061	66.9699	50.0855	42.7993	66.9875	42.2631	75.9687	49.3088	87.0127	87.4326	60.4089	81.5088	46.9809	39.8707	78.8492	51.8222	52.3881
Q5SXM8	DNLZ	53.0314	37.8255	42.9209	61.7136	52.686	60.9857	63.7339	61.3049	61.3231	NA	55.2394	NA	NA	32.8258	54.2791	50.2137	NA	52.8557	NA	55.131100000000004	NA	44.0699	NA	53.541	57.1263	NA	NA	NA	NA	59.0663	32.2121	38.7271	60.1857	44.6111	57.3703
Q5SY16	NOL9	NA	22.5756	26.6741	NA	27.1436	23.1122	23.903	16.6769	28.9939	NA	NA	34.5953	28.4438	19.4902	NA	15.085	NA	25.7134	NA	NA	NA	NA	NA	NA	27.4338	25.4613	53.2327	41.1264	43.5386	48.0084	64.5117	54.7514	34.8994	53.1539	37.927
Q5SYC1	CLVS2	21.0083	19.5394	31.354	47.0328	26.9909	37.4351	44.2922	28.1692	40.6263	30.3311	26.3043	29.6465	76.5731	19.2271	74.2546	116.034	109.044	98.1061	59.789	71.0181	101.968	84.6824	77.3222	62.9397	64.3531	71.741	NA	29.2938	NA	47.7083	18.8746	NA	32.8049	14.0746	33.0304
Q5SZK8	FREM2	13.2533	NA	NA	21.6891	NA	6.19366	20.2875	NA	NA	NA	NA	19.5188	22.5002	NA	NA	NA	NA	NA	15.9387	NA	NA	NA	35.7571	NA	24.7814	24.174	23.1166	NA	21.9295	NA	22.3859	23.5428	13.2766	18.2275	23.1688
Q5SZQ8	CELF3	6.75042	NA	5.86625	8.49073	NA	NA	10.5076	NA	NA	NA	NA	31.1081	25.5966	20.2638	12.2687	33.5846	28.3166	22.9062	7.21271	12.0885	23.2846	26.4844	20.5776	21.4795	22.2091	19.2005	NA	NA	NA	34.0777	27.0249	44.0186	11.9136	25.6243	NA
Q5T013	HYI	53.6809	38.2951	54.2687	65.2283	43.6933	46.5727	33.248	72.1948	46.3293	49.4071	59.2108	47.3774	46.5828	30.4053	40.3839	37.1669	41.9632	42.0272	43.7801	26.37	55.0577	54.0057	46.5996	42.7143	54.9527	60.9511	39.2911	23.7513	25.3171	47.4046	26.5871	37.6167	31.4466	26.5156	34.7783
Q5T0D9	TPRG1L	35.7681	21.0321	48.5562	127.942	24.7005	85.8423	112.961	66.4371	60.1323	50.6564	122.403	72.0734	87.1962	55.2779	120.215	219.745	191.813	258.01	116.815	82.4875	179.283	277.155	236.093	121.949	173.733	254.509	38.7754	91.3027	NA	152.204	44.3567	NA	95.4999	NA	120.785
Q5T0F9	CC2D1B	21.2445	17.5483	24.7337	26.2594	24.9903	19.1247	19.6321	30.6115	24.2971	40.0842	NA	25.3357	26.3707	35.8658	40.2904	25.1065	20.1621	NA	24.6438	26.2701	29.7815	15.6511	28.1115	NA	24.0764	15.3146	21.6045	19.677	23.4936	NA	24.6222	NA	20.2994	22.7124	NA
Q5T0N5	FNBP1L	94.2297	81.629	61.8484	97.8695	74.1456	88.0707	40.6791	92.9162	55.5457	45.9249	58.9513	54.3371	65.828	79.0492	63.4467	65.5961	53.9326	62.9997	55.1808	87.3598	57.1732	60.2355	72.8934	51.368	53.3825	78.2359	44.142	58.1566	47.1631	42.6012	35.0852	30.5478	41.7005	69.237	38.7024
Q5T160	RARS2	11.1111	11.2783	12.0999	21.2292	13.7683	NA	NA	NA	13.4336	NA	NA	13.1507	18.5189	NA	NA	8.64823	NA	NA	NA	NA	NA	NA	NA	NA	13.7884	NA	20.3168	NA	NA	NA	11.5616	14.1086	NA	19.2019	19.5099
Q5T1C6	THEM4	26.0876	19.9966	39.7393	34.6717	23.1749	27.4854	13.5425	26.8232	NA	NA	25.2153	35.3392	29.8102	25.4992	22.3195	23.0932	22.1234	18.3817	18.7824	21.5103	46.0412	15.5364	31.8693	53.6618	18.6344	14.1647	NA	21.2998	NA	17.9955	NA	NA	36.0041	36.5166	NA
Q5T1M5	FKBP15	33.095	33.0688	34.5771	33.0802	34.9421	30.2995	37.9486	39.1643	30.2134	46.8689	22.5744	24.8976	50.6049	49.8007	38.3418	27.7776	29.9079	41.3601	38.2275	32.3902	30.1919	35.8018	35.8188	28.0682	33.9258	30.9316	43.9009	41.8624	52.4582	48.0241	50.5942	51.5953	41.8346	48.0109	32.5892
Q5T1Q4	SLC35F1	NA	9.81112	7.35588	NA	8.21897	11.1956	9.84127	11.6338	NA	NA	NA	35.7917	33.1103	13.4548	NA	23.4012	13.3448	13.8945	11.167	14.2416	20.0488	18.5659	23.0909	22.3759	18.2624	17.7194	NA	28.7101	NA	21.6119	NA	71.9751	27.4604	21.2499	24.5352
Q5T1V6	DDX59	NA	27.0521	NA	NA	NA	NA	NA	64.457	39.023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.407	NA	45.0072	NA	39.8315	51.456
Q5T200	ZC3H13	NA	NA	NA	NA	16.4474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T2E6	ARMH3	36.6783	24.9363	38.3477	30.725	34.1302	30.361	30.2902	41.6331	30.4471	41.8072	44.8978	39.9071	32.7289	40.2446	44.6174	25.6054	33.4323	38.9944	36.4749	35.5091	43.3168	32.15	34.6674	26.7252	28.5366	30.8721	30.9227	38.7847	41.7313	28.5581	22.1722	31.5275	18.3877	28.026	44.6082
Q5T2T1	MPP7	NA	NA	NA	14.7769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.6496	NA	18.5109	21.3535	NA	NA	14.9645	19.736	18.3839	NA	NA	14.8912	NA	NA	NA	16.1709	NA	NA	NA	NA	NA
Q5T3F8	TMEM63B	18.5927	13.5156	NA	NA	18.4256	NA	14.5792	NA	NA	NA	NA	30.0025	22.9436	17.2861	NA	6.90613	23.9818	16.3703	14.9181	NA	19.2538	15.2854	24.4194	15.1122	12.9348	16.4886	NA	NA	NA	NA	14.0434	19.1001	15.8116	13.0474	14.6464
Q5T440	IBA57	97.5411	85.0682	79.2864	115.002	74.5721	89.03	62.1579	62.0644	122.216	56.6296	59.8037	56.9578	53.4286	67.8811	56.102	83.6314	67.672	57.487	64.0872	60.6802	66.5927	71.8895	66.5109	63.3232	94.4418	58.6898	58.7141	67.8996	49.6654	80.7661	68.1242	44.7404	97.9827	71.4658	48.3165
Q5T442	GJC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.0766	NA	8.66764	17.0115	NA	NA	NA	8.01104	NA	NA	NA	NA	NA	NA	NA	NA	26.2954	NA	NA	NA	NA	NA	NA	NA
Q5T447	HECTD3	38.7224	43.8827	47.0105	44.7907	52.583	37.7209	39.9392	43.7894	36.1381	55.1202	46.3748	50.3887	62.6266	48.1077	61.8945	38.5688	43.99	53.6124	54.085	45.7612	50.5016	58.1437	43.236	37.9659	45.8012	51.1377	41.6792	57.761	44.1607	43.2219	63.1034	42.2511	52.3245	66.017	48.9878
Q5T4S7	UBR4	168.917	162.015	186.279	176.565	164.305	163.715	179.889	171.134	190.398	151.462	156.908	148.09	163.78	175.53	163.506	161.02	167.957	172.213	169.337	169.537	176.74	193.297	168.181	186.908	174.391	172.632	197.741	205.369	176.36	181.743	189.949	174.069	178.658	187.101	177.016
Q5T5C0	STXBP5	69.6507	188.022	122.624	198.526	95.7745	190.638	217.208	139.359	340.008	94.0152	141.739	176.601	167.987	126.146	192.743	479.853	478.923	467.824	210.928	172.558	400.657	313.138	367.967	345.701	310.061	297.648	NA	204.634	NA	208.681	NA	NA	128.225	NA	191.573
Q5T5P2	KIAA1217	23.555	13.9036	NA	20.3185	15.4119	13.3628	16.8894	44.684	NA	NA	25.7349	25.9694	23.1817	18.9069	32.3673	30.6671	36.9178	26.439	18.8251	17.1568	25.9476	26.9838	19.3975	22.8879	20.3161	30.8004	NA	13.8885	40.5684	17.1304	NA	NA	22.6539	NA	NA
Q5T5U3	ARHGAP21	29.6867	33.2473	28.169	48.8925	51.516	41.8098	45.5589	47.9984	35.9755	38.2445	33.0797	NA	46.4539	37.3385	45.8257	47.1698	48.0798	61.9966	53.8969	42.7766	51.8877	59.2436	62.9654	57.6032	38.3713	39.8687	24.6738	63.2522	31.4861	39.4082	24.2205	44.9064	45.7782	31.9168	40.3275
Q5T5Y3	CAMSAP1	NA	13.4467	12.396	15.0535	14.6131	NA	13.7134	NA	14.1863	11.6617	NA	NA	24.6023	NA	13.8287	22.7966	17.7557	19.2821	17.429	14.1767	24.3312	22.4006	14.783	15.1029	21.4395	NA	13.0503	17.0125	15.2171	20.3574	15.498	16.3916	19.915	14.6044	27.1395
Q5T653	MRPL2	40.7735	34.2678	32.828	37.4394	NA	37.6979	30.5963	32.9062	59.2111	NA	NA	50.1434	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.6172	NA	NA	29.5799	32.4827	48.6649	NA	NA	NA	NA	45.8474	65.5833	57.0144	NA
Q5T6J7	IDNK	22.9546	22.172	22.9774	23.3288	25.7651	36.3229	NA	67.2549	NA	28.0005	NA	16.9144	NA	49.8335	26.1782	23.3002	20.2109	NA	19.1281	32.1334	22.3507	19.3704	14.8445	19.3307	25.0592	NA	NA	NA	29.3625	24.6467	NA	NA	19.8877	15.1929	12.2192
Q5T6V5	C9orf64	52.4632	59.0701	111.682	49.7759	36.2495	69.7896	59.7226	71.4309	53.7976	125.671	120.296	105.909	63.264	68.6851	86.5247	55.7258	76.245	78.3036	95.9854	87.2224	77.3238	70.1331	103.472	74.3074	76.777	50.4587	39.4316	42.2079	47.8989	54.8947	NA	NA	48.1471	32.1857	67.4544
Q5T7P8	SYT6	135.816	137.483	61.6072	43.0709	100.022	70.5815	73.6349	106.409	81.8683	NA	NA	NA	98.0857	NA	83.0201	63.4958	44.5091	NA	44.4158	85.6938	50.0081	66.1742	NA	46.8758	100.183	NA	NA	NA	NA	NA	NA	NA	NA	91.7898	NA
Q5T848	GPR158	55.6172	59.2429	43.2125	51.4709	35.6913	51.8986	51.1023	57.0216	63.8081	25.2735	44.5976	48.2392	68.9291	39.2431	63.766	85.7871	119.76	97.5624	43.0845	34.7896	77.2041	86.6795	70.2683	75.0106	80.4073	73.3402	NA	48.22	NA	42.0139	21.0803	26.4735	50.5776	34.7887	47.5696
Q5T8D3	ACBD5	93.6083	95.1065	66.8782	64.3745	93.8961	90.2263	72.382	89.6009	89.1489	64.3558	53.5301	68.0774	51.0462	70.6048	47.0549	34.1847	51.1486	35.7711	76.7758	59.0194	51.7642	39.2361	41.3204	69.5675	42.3027	47.399	30.9374	62.8419	35.8334	53.5647	28.4386	38.0156	86.2407	82.3633	47.5597
Q5T8P6	RBM26	30.3194	35.1882	26.2999	22.9551	36.5128	22.6135	35.1281	40.1337	36.1432	33.2108	17.3454	25.8354	26.2595	37.7117	19.0119	25.8966	23.114	21.6885	27.8083	25.9706	21.4573	26.7203	27.4501	25.7691	37.0326	27.4187	41.5127	46.6259	49.0188	32.3093	61.6794	63.9361	40.4992	42.6289	59.6062
Q5T9A4	ATAD3B	31.9071	44.2298	55.2126	51.7863	45.7337	52.599	33.5856	34.3622	88.7781	14.4668	11.501	22.6439	43.3486	22.7706	NA	42.077	49.9072	18.5059	24.8505	32.2984	20.0845	43.1439	10.7071	33.3386	34.6869	41.0058	55.423	53.0752	28.4488	35.7599	24.755	63.7324	66.3851	78.856	51.0644
Q5T9L3	WLS	57.114	58.675	39.7493	16.7301	86.0694	50.3102	83.4659	54.0387	45.9263	85.1322	43.2383	59.5826	37.5753	151.285	54.5516	19.8511	16.6456	21.3341	34.537	18.2061	18.3416	30.7087	45.2542	24.3672	42.4311	34.7102	69.4252	88.0519	48.1876	35.9305	28.4165	35.3851	40.409	67.2593	83.738
Q5TA45	INTS11	33.6759	39.1177	27.0127	34.1099	29.7411	40.8697	57.2204	36.45	41.6649	NA	25.7915	59.9528	45.8131	52.7655	52.8521	NA	29.6599	50.058	58.9048	39.9735	NA	54.6913	NA	53.2524	37.0057	NA	42.7057	56.8061	22.5922	53.4965	52.5554	50.0778	29.8717	64.2636	54.9541
Q5TAQ9	DCAF8	68.5543	65.6251	54.2537	56.8495	72.486	54.3169	58.4355	64.0576	37.0525	42.9875	36.4548	51.1453	45.1533	53.4473	56.7597	37.5523	36.2672	37.279	46.0303	35.0514	50.7636	55.874	43.5181	44.7743	49.3719	45.8429	51.5327	49.0378	45.9989	55.4229	42.2822	68.891	50.1598	64.8395	NA
Q5TAX3	TUT4	342.291	265.158	333.446	197.629	340.723	267.294	307.981	252.325	212.875	232.244	290.439	244.641	452.895	245.245	268.566	236.056	206.048	276.517	232.478	188.333	192.007	199.95	198.631	165.324	259.42	211.191	716.507	429.7	369.406	365.23	443.169	348.906	403.393	529.594	600.46
Q5TBA9	FRY	58.798	55.1996	44.6824	48.1363	46.4077	45.429	39.7016	36.5214	51.7377	15.8006	24.8489	30.3146	38.6891	40.0199	47.17	43.4222	47.95	44.7429	33.176	34.4475	52.9733	58.9123	28.322	42.669	43.505	47.9956	NA	32.3698	26.2731	36.9336	NA	29.4359	36.8393	41.8768	NA
Q5TBB1	RNASEH2B	7.24705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.3816	7.78262	8.56806	NA	NA	9.58762	3.08092	11.9121	9.62638
Q5TC12	ATPAF1	86.7749	82.886	129.857	160.181	83.0428	75.5324	63.602	69.8892	116.337	66.1181	82.9363	81.6178	70.2625	62.3627	80.8191	126.801	133.691	123.647	92.7979	93.7824	97.5883	106.939	91.5902	92.4162	106.899	116.178	56.1484	86.0735	60.8709	95.4431	43.4995	49.9464	119.471	86.0725	105.054
Q5TC84	OGFRL1	121.678	204.677	71.197	160.175	112.535	97.9063	51.9022	165.138	100.248	62.7564	42.7526	51.9836	44.8118	72.4278	106.005	55.0371	46.2898	54.2869	50.654	58.5439	81.4862	53.2439	52.0239	61.4525	73.7611	35.626	30.5839	74.7249	46.489	44.0412	27.5723	NA	31.8632	28.5188	20.8121
Q5TCY1	TTBK1	NA	NA	15.9096	NA	NA	22.8503	20.0752	NA	NA	20.7453	NA	NA	NA	14.5756	18.3403	17.4702	26.3995	25.5195	22.8107	18.8633	17.7576	18.5187	NA	11.4335	16.3392	15.4983	NA	NA	NA	14.7618	6.89423	24.6096	NA	14.5611	NA
Q5TCZ1	SH3PXD2A	156.836	137.6	184.125	109.182	84.3397	81.2686	40.2	111.188	121.683	142.466	182.089	107.504	96.5589	81.1122	114.838	134.262	151.228	106.843	104.061	136.019	73.9096	80.211	109.114	97.3179	121.988	113.701	61.4049	83.601	73.4623	147.15	80.7598	56.0044	74.0902	54.1794	102.798
Q5TDH0	DDI2	38.1085	39.3568	35.9547	35.0598	37.5867	28.6431	36.5017	27.3782	70.2009	44.3348	50.1041	55.6747	52.7888	60.8106	41.307	50.5062	49.0853	65.9774	43.6469	42.3845	55.4002	60.8676	59.612	89.6166	59.382	52.5548	60.0102	101.842	47.7108	58.0424	54.7179	71.1973	62.7016	51.482	86.8963
Q5TEC6	H3-7	40.3493	58.0351	NA	31.1674	40.0655	42.8356	53.5416	NA	NA	NA	37.8114	168.625	46.7099	NA	NA	NA	NA	NA	NA	NA	21.2784	NA	NA	NA	46.4909	NA	72.6472	36.3947	69.0787	109.861	94.9622	29.2977	NA	46.7253	116.129
Q5TEJ8	THEMIS2	NA	9.2767	9.48022	NA	NA	10.629	8.14437	13.2285	NA	NA	NA	10.7905	19.2548	17.2621	9.1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.0947	NA	NA	11.4097	NA	NA	10.3105	NA	NA
Q5TEU4	NDUFAF5	20.1576	16.8159	34.2426	31.606	16.3277	23.3581	22.6155	19.9632	32.1053	18.3294	29.777	NA	19.9479	15.5999	25.6968	29.439	28.2083	32.6818	NA	NA	28.3279	45.5503	30.1055	NA	24.8719	22.194	23.7426	30.9732	NA	NA	NA	24.4641	25.5738	36.6925	NA
Q5TF21	SOGA3	77.8635	54.0612	72.0351	50.2781	66.5698	68.915	90.3007	65.8613	87.4099	79.9678	54.475	68.6176	93.788	99.5909	92.854	102.662	117.264	111.283	95.0018	73.1523	122.153	97.1028	88.3194	128.193	98.7654	88.7467	54.8272	84.2052	54.1203	61.8481	58.8791	67.449700000000007	65.7589	69.3638	54.5194
Q5TFE4	NT5DC1	25.4365	19.1783	38.2992	24.966	16.9956	21.9183	17.2355	26.0998	26.0462	61.5455	38.1108	26.2106	26.125	24.8216	40.0828	26.1121	43.9642	34.3325	33.8563	30.3402	25.5249	32.8108	30.1223	20.7295	26.7673	22.49	23.5076	18.417	23.4475	NA	37.2589	NA	22.0547	28.3011	27.4191
Q5TGY3	AHDC1	68.7772	68.2188	NA	NA	73.7698	NA	84.5843	NA	82.6923	NA	80.1732	NA	NA	NA	NA	55.0577	64.658	72.3825	NA	NA	65.7175	NA	58.6059	55.4548	61.9036	70.0438	NA	91.2176	65.4402	NA	NA	97.1089	NA	91.5468	NA
Q5TGZ0	MICOS10	NA	NA	NA	NA	NA	NA	120.482	121.348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TH69	ARFGEF3	40.86	28.1508	61.1266	40.144	32.8077	40.6426	29.6413	30.513	50.8553	58.408	42.9715	54.7675	53.4067	45.6768	42.3275	66.8504	68.0456	73.3257	56.2456	46.6112	46.3155	59.7395	58.7086	55.486	76.375	68.341	24.8507	49.1915	35.4637	63.4707	47.7754	65.7467	55.2038	42.7324	47.6136
Q5THJ4	VPS13D	48.0417	47.5026	51.1966	53.572	46.4303	44.2891	37.2766	54.0745	53.3097	36.5896	37.4471	43.5901	27.5233	53.3329	46.519	39.4868	35.1832	53.5449	44.5328	51.6038	49.7474	42.5204	37.6738	40.3673	41.4654	39.371	NA	36.9738	42.635	38.9708	30.8125	31.5623	39.2672	42.104	33.4476
Q5U4P2	ASPHD1	NA	NA	NA	19.7473	10.096	NA	11.9861	18.0715	NA	NA	NA	NA	NA	17.2023	17.0367	18.6582	33.9052	35.2624	23.2178	24.2768	51.0948	37.5087	28.2237	28.4127	19.1804	30.2323	NA	18.9625	NA	13.634	NA	NA	16.5433	NA	14.8524
Q5U5X0	LYRM7	43.2594	53.3303	82.5052	86.7969	40.7529	36.5564	28.5733	29.2064	63.9797	28.7549	24.7708	36.9849	55.8751	26.6815	30.491	46.0749	37.7298	24.796	40.9737	36.7154	45.3869	36.1526	38.022	32.1276	45.8989	28.6174	16.6891	34.6877	13.9832	42.7787	38.3486	21.2242	64.7072	84.0644	40.3641
Q5UCC4	EMC10	45.3792	40.9732	24.7484	NA	41.0094	NA	22.1384	34.9833	NA	33.5421	NA	30.4155	27.1386	28.1758	NA	NA	NA	NA	NA	NA	24.1453	NA	NA	NA	NA	NA	46.8328	44.8697	35.5457	NA	33.22	47.3933	NA	23.2646	52.158
Q5UIP0	RIF1	NA	8.59089	NA	NA	7.64821	5.65514	9.86291	5.07865	NA	NA	NA	NA	NA	NA	NA	3.26648	NA	15.9323	8.23134	6.46101	NA	NA	NA	NA	NA	8.93159	17.4778	11.4392	10.8624	NA	13.0016	9.52635	8.15531	15.477	13.6158
Q5VIR6	VPS53	66.0329	74.0046	60.746	71.5601	74.8336	72.5588	84.256	62.7796	58.3707	61.2615	50.2629	61.5936	64.0955	71.3677	88.796	85.8515	86.062	81.5921	82.2352	64.18	83.3264	92.1313	71.8913	78.5362	76.3941	73.3724	45.4902	72.1519	44.6418	61.0039	50.2812	61.4027	63.2081	60.2681	58.4931
Q5VSL9	STRIP1	82.9381	75.3729	78.5855	66.7081	80.3547	78.5041	67.8127	67.3887	65.908	71.053	55.2109	62.0088	98.4408	69.6354	65.6952	82.0775	81.8027	77.5319	72.2447	71.7431	79.7054	83.8747	88.2675	69.4105	88.2742	87.0223	66.3111	82.2545	82.0024	67.8252	90.7038	83.6907	74.4528	62.0454	65.9921
Q5VST6	ABHD17B	NA	18.5377	30.5577	NA	NA	NA	NA	45.8382	NA	47.1873	NA	31.1862	NA	NA	NA	25.1383	42.0813	NA	29.2037	NA	28.3782	NA	43.7447	NA	29.0305	NA	NA	57.5874	NA	NA	NA	NA	NA	NA	NA
